Word,Count
\Initialised"\));\,1
TEMP_PREFIX,1
\(!file2.open("\TEST2.BIN"\,\,1
directory's,1
aVal;,1
endCylinderLow,1
OBJECT_PREFIX,1
//for(int,1
template,1
\Serial,\,1
11;,1
\(12,\,1
Asignment,1
encoder.pressed();,1
overwrites,1
ONLY,1
test_i2c();,1
//all,1
length-text,1
Basil,1
(read_buffer[16],1
DigitalPin_h,1
\Otherwise,\,1
immediately,1
alternate,1
//oppose,1
fire,1
scroll,1
happening,1
actual,1
\mainpage,1
F_CPU/8,1
\connections"\));\,1
//due.stop();,1
defs,1
temp;,1
//initialiser,1
activates,1
OCR),1
(index,1
\end,\,1
head,1
ETHERNET_CONNECTED_PREFIX,1
manages,1
SEND_CID,1
uint8_t*,1
O_RDONLY,1
\SD_TRACE(m,\,1
remove_card_1();,1
ago,1
'f',1
(speed,1
current2,1
header,1
Timer3.setFrequency(freq);,1
floatfield,1
ignores,1
refreshed,1
\slot,\,1
\160,\,1
NOT,1
binary/text,1
soft_uart.cpp,1
update_text_location();,1
type_,1
Required,1
circuit,1
mk20dx128.h,1
Of,1
//actual,1
defined(USE_I2C_TO_MEGAS),1
expansion,1
O_APPEND,1
(sckRateID,1
\ldr,\,1
\pinMode(current.pin1,\,1
DEBUG;,1
baud_setting,1
1)),1
temp2;,1
itterations,1
\invalid"\));\,1
53,1
exact,1
32738,1
2:,1
Debug,1
2560,1
due_class::init_led_strip(),1
humdity,1
text_cursor.x_min,1
10),1
pack_disp_string_frame(int,1
startup_handshake();,1
chains,1
Timer5;,1
offset++;,1
entire,1
http://www.sdcard.org/developers/tech/sdcard/pls/simplified_specs,1
exception,1
clearing,1
Network,1
vendor,1
0-127,1
8;,1
50:,1
56,1
Association's,1
real-time,1
\encoder..."\));\,1
//void,1
(enable_ethernet),1
(sensor_prefix),1
generate,1
USE_SERIAL_TO_MEGAS,1
\Sprint(F("\Sending\,1
pgm_read_word,1
\ID,\,1
sizeof(buf);,1
get_serial();,1
calc_delay();,1
simplifies,1
matched:,1
tool,1
y_speed){,1
0X80,1
is_network();,1
frame.frame_buffer[4],1
\exist"\));\,1
text_colour_hue_MSB,1
4084,1
sample,1
(is_password()),1
)//&&,1
Try,1
TIMER_CLOCK2,1
errorCode(),1
microseconds),1
1000;,1
Interrupt,1
//extract,1
2400,1
mult-block,1
Bitts,1
\write(buf,\,1
sum,1
Failures,1
22:,1
due_class::send_pos_frame(int,1
32-byte,1
bufstream_h,1
ldrs,1
we're,1
`,1
mega_var2.address,1
\open(),\,1
address){,1
rise,1
bootloader,1
chipSelectPin),1
due_class::calc_delay(),1
GO_IDLE_STATE,1
Part,1
57,1
supply,1
tree,1
\given,\,1
OEM/Application,1
ignored,1
*int_dir),1
recenter_encoder(),1
'D',1
Temp_sensor,1
form:,1
codes,1
\Sprintln(F("\button\,1
conflict,1
beta++;,1
intPart,1
mapping,1
y_pos,1
Poll,1
default:,1
SD_Cards_CPP,1
trace,1
emulate,1
comms_delay;,1
USE_SAM3X_BUS_MATRIX_FIX,1
(LDR.LDR2_enable),1
changes,1
offset+5,1
100:,1
interrrupt,1
(send_pos_now){,1
SD_Strings,1
frame.frame_buffer[5],1
\sckRateID,\,1
displayed,1
fan_current_speed,1
SD\SDHC,1
Area,1
\x_speed,\,1
\found"\));\,1
toggle_fan(int,1
\{true,true,true,\,1
due_class::remove_card_1(),1
abs(ticks,1
mega_enabled[2],1
),1
CTAR0,1
(violates,1
TEXT_COLOUR_B_PREFIX,1
Lead,1
\damage"\));\,1
Interupts_H,1
[50];,1
74,1
FAN_PIN;,1
(enable_button),1
due_class::reading_to_amps(int,1
//speed,1
dispaly,1
x_speed+128;,1
\pinMode(SD1_CS,\,1
Recursively,1
0-59,1
F_CPU/128,1
due_class::set_LDR_disable(int,1
write(char,1
read_buffer[22],1
PSTR,1
\2..."\));\,1
Just,1
OVERHEAD,1
nonexistent,1
\device:"\));\,1
\average"\));\,1
Due_H,1
my,1
due_class::set_LDR_enable(int,1
\nbyte,\,1
frame_offset;,1
1/8,1
sign_coms::init_serial(),1
\pinMode(mega4_ready_pin,\,1
is_default();,1
(!LDR.LDR1_enable),1
send_all_pos();,1
time:,1
LDR_calibration();,1
button_pressed,1
//otherwise,1
LRD,1
TEXT_COLOUR_G_PREFIX,1
\Sprintln(F("\Error:\,1
due.stop();,1
too,1
send_all_text();,1
Speed,1
(enable_i2c),1
\Serial.println(F("\due\,1
send_pos_now=false;,1
DueTimer.cpp,1
read_buffer[67];,1
Mac,1
(int)current.current_reading_2,1
text_cursor.x++;,1
Serial_3=serial_tc7;,1
PGM_P,1
inits,1
encountered,1
Sprintln(fail);,1
runinng,1
\Sprintln("\Error,\,1
creationTime,1
expect,1
calc_offset();,1
16-bits,1
SD_Strings{,1
//time,1
mega_var1.address,1
\sucessfull"\));\,1
read_buffer[alpha],1
led_strip_brightness;,1
delimiters,1
SD2_CS,1
Serial_2=serial_tc6;,1
unitbuf,1
Sprintln(FreeRam());,1
cid,1
\utility,\,1
mode1:,1
(enable_serial),1
\presented"\);\,1
consumer,1
helper,1
return_led_brightness();,1
//acknowlege,1
wiht,1
length-offset+5,1
perform,1
@,1
noboolalpha,1
site:,1
ws(),1
caches,1
led_strip.target_brightness;,1
Duemilanove,1
\LDR's..."\));\,1
20),1
61:,1
file1.close();,1
X,1
byte_number),1
non-interrupt,1
menus,1
2010,1
fixed;,1
DIR_NAME_FREE,1
SD_string.Network[beta],1
check_for_SD_card_inserted(),1
funtions,1
Interrupt..,1
1-31,1
erase/remapping,1
skipws,1
Definition,1
\31,\,1
\1980,\,1
(in_header()),1
SdFat_h,1
Sprint(t);,1
G2,1
type:,1
F_CPU/6,1
ostream&,1
Card-Specific,1
functionallity,1
\Serial.println(F("\Error\,1
(!external_sd_card.mkdir(sd_ext_dir)),1
=7;,1
arduino,1
\setup..."\));\,1
frequency;,1
32),1
SOFT_UART_H,1
//due,1
29),1
ARDUINO,1
\entry,\,1
'E',1
quit,1
\30,\,1
//fast,1
autosync,1
Serial_4.begin(,1
12c,1
Timer3,1
'm',1
\fans..."\));\,1
Clockwise,1
(external_sd_card.begin(SD1_CS)),1
<-,1
%SdFat/examples,1
supress,1
(from,1
\read-only,\,1
K3,1
\meters,\,1
\attachInterrupt(button.button_pin,\,1
nack,1
\created,\,1
USART,1
Parenthesis,1
'\t'),1
file2.seekSet(alpha);,1
21),1
sign_coms::sign_coms(),1
target_brightness,1
capable,1
extract_network_data();,1
\TC_GetStatus(TC1,\,1
\EOF,\,1
*time,1
'set_pos_update_frequency':,1
spiInit,1
Tell,1
Specific,1
requests,1
hundredths),1
current1,1
manually,1
terminates,1
str_sd,1
processor,1
\read(),\,1
computed,1
unless,1
//Serial.begin(speed);,1
coding,1
writing),1
v,1
160:,1
input/output,1
\peripherals,\,1
Mighty,1
\Sprint(F("\Average\,1
RX_BUF_LENGTH,1
MAX,1
Usage,1
10:,1
DueTimer::callbacks[7]();,1
sign_coms::init_i2c_due(),1
\cards..."\));\,1
include:,1
\function,\,1
init_button();,1
optimize,1
\pinMode(current.pin2,\,1
READ_SINGLE_BLOCK,1
Version,1
//sum,1
\coordinate,\,1
HowTo,1
fan_minimum,1
SOFT_UART_BIT_RATE,1
text_colour_r,1
init(),1
\timestamps,\,1
USE_SERARATEFAT_CACHE,1
adapted,1
(CID),1
redirect,1
y_pos_LSB;,1
prefixes,1
\pinMode(led_strip.pin,\,1
\sd_int_file,\,1
??,1
representations,1
identical,1
runtime,1
result,1
worth,1
We're,1
\'\\r',\,1
600,1
light1,1
//Wire1.write(dummy_frame[i]);,1
deprecated,1
deletes,1
8-15,1
default),1
SdFat::setStdOut(Print*,1
FAT_TIME,1
Wire1.write(dummy_frame[i]);,1
registers:,1
num_frames,1
automatic,1
handlers,1
ostream_h,1
//update,1
LDR.min_reading1,1
fat32_fsinfo,1
uint32_t*,1
9-12,1
Unix/Linux,1
//while,1
compactability,1
sketch,1
74AHC125N,1
send_pos_frame(int,1
\error,\,1
print_frame();,1
TC,1
due_class::writeLedStrips(int,1
Add,1
mission,1
(encoder.encoder_moved),1
(byte)256,1
511,1
mega_class;,1
noted,1
//xy,1
Menu_H,1
\"\Config_Local.h"\\,1
Volumes,1
DEBUG,1
\(static,\,1
(!Connected,1
\="\123456789\,1
pack_disp_string_frame:,1
TEXT_SIZE_PREFIX,1
74LCX245,1
\:"\);\,1
(i,1
(test_i2c),1
(!external_sd_card.begin(SD1_CS)),1
read_temp_sensor(pin);,1
LOW),1
Sprint((char)frame.frame_buffer[alpha]);,1
'p',1
is_fan_on();,1
Definitions,1
\[0],\,1
adaruit,1
\[2],\,1
due_class::init_fans(),1
mbr,1
parts,1
\8-bit,\,1
union,1
fastPinMode,1
\<drive,1
Serial_1.begin(,1
(frame.frame_buffer[pos_frame_length,1
\pinMode(fan.fan_pin,\,1
noshowbase,1
selector,1
00:00:00,1
Struct,1
Wire1.endTransmission();,1
\Macs,\,1
sckRateID/2),1
\LiquidCrystal,\,1
\i2c..."\));\,1
//switch,1
Both,1
LDR.min_reading2),1
txData,1
partitions,1
0.0,1
\speed"\));\,1
3.3,1
options,1
returning,1
\100,\,1
//Encoder_Struct,1
Teensy++,1
attach_timer_interrupts(){,1
63,1
\Sprint(F("\Error\,1
\digitalWrite(13,!digitalRead(13));\,1
text_colour_g;,1
TC8_Handler(void);,1
//inlcude,1
x_min,1
attributes,1
reading_to_amps(int,1
Serial_1=serial_tc5;,1
SD_string.Password.remove(beta);,1
(!ready),1
\other,\,1
\120,\,1
mega_enabled[3],1
(internal_sd_card_initialised,1
dat1[5];,1
were,1
(strlen(text_str),1
Current_Control_H,1
Intro,1
(CSD,1
TEMP1),1
Head,1
rewrite,1
Nop,1
TEMP3),1
filename,1
(!internal_sd_card.mkdir(sd_int_dir)),1
</CENTER>,1
often,1
\hour,\,1
basefield,1
Can't,1
\sensor..."\));\,1
(button.button_pressed),1
//mode2:,1
formats,1
Timer8(8);,1
floating,1
due_class::LDR_calibration(),1
40:,1
Struct_H,1
54,1
fan_change_interval,1
First,1
LDR.max_reading2),1
10;,1
mega_enabled[0],1
0X0F,1
\(!file2.open(int_file,\,1
140:,1
incorrect,1
\Sprintln("\error,\,1
TC6_Handler(void){,1
temp_read_sensor,1
\defined,\,1
text_colour_b,1
//remaining,1
IC,1
controllers,1
Stores,1
screen_mode;,1
Active,1
reported,1
downloaded,1
build,1
ethernet_connect..,1
maxValue);,1
SoftSPI_h,1
\write(),\,1
Causes,1
readData(),1
seconds),1
1/2,1
\initialised,\,1
//declaration,1
\test6"\;\,1
*',1
\Serial.println(F("\sent\,1
//push,1
init_due();,1
sign_coms::init_i2c(),1
(abs(LDR.max_reading1,1
Integration,1
sizeof(read_buffer));,1
\initialise,\,1
run_i2c,1
Serial.begin(speed);,1
\strip"\));\,1
\Minutes,\,1
monitoring,1
seem,1
USE_I2C_TO_MEGAS,1
frame_type;,1
\reliable,\,1
O_AT_END,1
cannot,1
frame.this_frame,1
account,1
//calculate,1
Force,1
connectivity,1
mega4_failed_frame_type,1
\positions,\,1
READ_MULTIPLE_BLOCK,1
http://www.exploringbinary.com/category/numbers-in-computers/,1
\Hours,\,1
\[0,58]\,1
\chdir("\SUB"\)\,1
\FAT_DATE(year,\,1
SdFat::stdOut(),1
nack;,1
r2,1
!digitalRead(mega4_ready_pin);,1
Entries,1
//Led_Strip_Struct,1
*date,1
illustrate,1
allocated,1
mostly,1
L0,1
DueTimer::_frequency[NUM_TIMERS],1
2107,1
Due_Libraries_H,1
delay(50);,1
dubug,1
button;,1
\TX_PIN_2,\,1
USE_NATIVE_MK20DX128-SPI,1
button_press_interval,1
SPI_SR_RXCTR,1
->3),1
Encoder_Cpp,1
alias,1
due_class::send_disp_string_frame(int,1
Midnight,1
120:,1
cycles,1
\Serial.println(F("\Attaching\,1
i;,1
file/subdirectory,1
set_LDR_disable(int,1
\Serial.println(F("\Attach\,1
2.00,1
Sprint(current.current_reading_2);,1
//prompt,1
1.0,1
\50,\,1
minor,1
%SdFat/examples/SdFormatter,1
view,1
't'),1
use_button,1
State,1
\---------------------"\);\,1
\ever,\,1
others,1
copy_sd_data(const,1
\empty,\,1
mega3_failed_frame_number,1
set_LRD_enable,1
appropriate,1
major,1
0x10000),1
\brightness"\));\,1
update_button_ISR(),1
Fetch,1
\-1,\,1
length:,1
\setup,\,1
though,1
WILL,1
bugs,1
ls,1
//structer,1
\implemented,\,1
encoder.update_encoder_postion();,1
Menu_CPP,1
Experimental,1
colours,1
_____________,1
Serial_4=serial_tc8;,1
Length,1
bitmask,1
\TX_PIN_3,\,1
\(TX_MODE,\,1
LIGHT_PREFIX,1
frame.num_frames,1
CRLF,1
ticks,1
\dirFile.exists("\TOFIND.TXT"\)\,1
SdFile_h,1
regular,1
'x',1
\{TC2,1,TC7_IRQn},\,1
\(!file1.open(ext_file,\,1
literal,1
\{TC2,0,TC6_IRQn},\,1
WaveRP,1
3:,1
LED_STRIP;,1
K6,1
NUM_SCREENS;,1
\internal_sd_card.errorExit("\read2"\);\,1
send_disp_string_frame(int,1
Construct,1
SEND_STATUS,1
CRC_ON_OFF,1
11:,1
SdFatStructs_h,1
\Sprint(F("\string\,1
\meter,\,1
\button..."\));\,1
ios_h,1
adjustment,1
Sign_coms_serial_CPP,1
//clear,1
mega2_failed_frame_number,1
Access,1
isDir(),1
encoder.encoder_moved,1
complexity,1
1]),1
Serial.begin(115200);,1
1-4,1
('C');,1
SDA1,1
65,1
light2;,1
\fail(),\,1
fans.get_temperature();,1
calibrated,1
send_text_now,1
16;,1
//seperate,1
\0,2,3,4,5\,1
(!mega_enabled[0]),1
prescaler,1
lost,1
is_password();,1
fatgen103.doc,1
Pullups,1
verification,1
box,1
G1,1
\sign,\,1
(read_buffer[alpha],1
\RX_PIN_2,\,1
mini,1
aligns,1
SdFatTestSuite_h,1
//length,1
\#error("\function\,1
!digitalRead(mega1_ready_pin);,1
wish,1
calculated,1
DueTimer::callbacks[5]();,1
todo,1
\"\/"\,\,1
//pack,1
__ARM__,1
11-15:,1
scsRateID,1
\DEBUG,\,1
Uncomment,1
\folder"\\,1
\PCs,\,1
128);,1
115200;,1
due_class::init_LDR(),1
SerialPort,1
Configuration,1
current.current_reading_2,1
frame.num_frames;,1
\wifi"\));\,1
i));,1
set_pos_update_frequency(int,1
initialises,1
Second,1
Sprintln(avg);,1
\21,\,1
(1980-2107),1
error_check();,1
INTERRUPTS,1
y_speed+128;,1
Config_Local_h,1
Sprintln(sensor_prefix);,1
text_height,1
1/10,1
K2,1
//button,1
\monitor,\,1
sign_coms::init_serial(int,1
Represents,1
knows,1
sd2Card::init(uint8_t,1
\digitalWrite(SD2_CS,\,1
74HC4050N,1
WRITE_BLOCK,1
abs(text_cursor.y),1
due_class::send_all_calibration_data(int,1
//Timer3,1
(button.button_pressed,1
temp.dat3[i],1
disapear/default,1
115200),1
Fans_H,1
current.current_reading_1,1
\uart<TIMER,RX_BUFFER_LENGTH,TX_BUFFER_LENGTH>\,1
(!led_strip.fast_interval),1
*sd_ext_dir,1
text_colour_hue,1
speed),1
CURRENT_PREFIX,1
isFile(),1
funcions,1
PWM,1
note,1
IDE,1
*sd_int_file,1
near,1
Find,1
1);,1
card.init(SPI_HALF_SPEED),1
led_strip_timer_attached,1
report,1
mega_enabled[1],1
\delay"\));\,1
st,1
&copy;,1
file1.rewind();,1
IDentification,1
assign,1
impedance,1
Put,1
FatPos_t,1
due_class::init_current_meter(),1
PART_TYPE_,1
\megas"\));\,1
finish,1
sd_file_read_buffer[23],1
(reading,1
fan_timer_attached,1
buffering,1
\remove(),\,1
stage,1
looked,1
\block,\,1
\Pressed"\);\,1
frame.this_frame);//function,1
//pos,1
\nonzero,\,1
soon,1
0-29,1
final,1
get_address();,1
design,1
specifies,1
Encoder,1
volume),1
127,1
defined(UDR0),1
Sprintln(address);,1
\higher,\,1
costly,1
trivial,1
(2,1
fans_set_freq(){},1
\Sprint("\Sending\,1
temp_check_temp(int,1
(enable_fans),1
set_address();,1
series,1
Skip,1
avr,1
heap,1
SCREEN_BRIGHTNESS_PREFIX,1
BUF_DIM,1
handle_interrupts(),1
//shift,1
mode0:,1
visable,1
bright,1
disp.update_brightness();,1
mkdir(SdBaseFile*,1
efficiently,1
blue,1
divider,1
(always,1
//looking,1
establish,1
sd_int_dir);,1
attach_timer_led_strip(){,1
protection,1
webpage,1
partitioning,1
DDR,1
units,1
x_pos_LSB;,1
(as,1
\info"\));\,1
roughly,1
somewhere,1
dataStart,1
in:,1
SD's,1
(d->attributes,1
SdFile::close(),1
(!timers.led_strip_timer_attached){,1
calculation,1
\140,\,1
//Serial.println(mega1_ready);,1
(abs(text_cursor.x),1
\test60"\;\,1
(enable_wifi),1
//onboard,1
int8_t,1
approximate,1
encoder.clean_loop),1
return_fan_speed();,1
symbols,1
0X0E,1
\'"\')\,1
text_width,1
ENABLE_ERROR_CHECKING,1
beginCylinderHigh,1
due_class::init_sd_cards(),1
dateTime(uint16_t*,1
overwrite,1
//mode,1
vaule,1
waveform,1
//make,1
//open,1
SD_string;,1
\endcode,1
\PgmPrint("\\t\,1
FALLING);,1
toggle_debug();,1
pinA,1
Timer5(5);,1
send_all_calibration_data(int,1
10000,1
//once,1
WARNING:,1
is_led_on();,1
\170,\,1
//visual,1
seperately,1
fastest,1
\variable,\,1
numFrames,1
freq;,1
H6,1
(text_cursor.y,1
Serial_3.begin(,1
^,1
\130,\,1
ideally,1
sinusoidal_half_frequency,1
due_class::send_all_pos_now(){,1
dummy_frame[],1
Current_Control_CPP,1
Don't,1
'k'),1
Introduction,1
designed,1
Timer6(6);,1
covered),1
send_pos_interrupt(){,1
b),1
\led_strip,\,1
5-8:,1
nonfatal,1
(WHG,1
shown,1
\Sprintln(F("\Mega\,1
//complete,1
\Sprintln("\\,1
http://www.ladyada.net/make/waveshield/,1
http://www.sdcard.org/consumers/formatter/,1
newer,1
46,1
\password"\;\,1
\range,\,1
accessible,1
genreate,1
FIFO_H,1
arbitration,1
SdFatConfig.h,1
psu-10%,1
\Sprintln(F("\i2c\,1
potiential,1
Timer6;,1
250,1
\sensor"\));\,1
Uno,1
DO,1
\"\base_class.h"\\,1
//structure,1
\{-1,-1,-1,-1,-1,-1,-1,-1,-1};\,1
iostream_h,1
Bugs,1
SD_string.str_sd.remove(SD_string.str_sd.length());,1
(led_strip.fast_interval),1
\//Serial.println(F("\Pause\,1
Rotating,1
time),1
(mega1_ready,1
graphics,1
feature,1
therefore,1
comparison,1
\Serial.println(F("\Startup\,1
years,1
http://www.sdcard.org/developers/tech/sdcard/pls/Simplified_Physical_Layer_Spec.pdf,1
eof(),1
file2;,1
//startup,1
\sketch,\,1
fast_interval,1
rather,1
\mega"\));\,1
\//Serial.println(F("\megas\,1
read_current_meter(current.pin1);,1
H1,1
offset),1
init_encoder();,1
They,1
SanDisk,1
meags,1
Timer1.setPeriod(led_strip.led_stable_interval*1000);,1
55,1
daughter,1
\SdFormatter.pde,\,1
L5,1
disconnected,1
*sd_ext_file,1
LDR.max_reading2,1
0X00,1
\pinMode(mega1_ready_pin,\,1
humidity1,1
while(1){},1
After,1
125,1
\n,1
Timer8;,1
fan_pin,1
\"\EXTERNAL"\;\,1
println(),1
repond,1
(!mega_enabled[2]),1
reduced,1
\"\Due_Pins.h"\\,1
\Sprintln(F("\Pin\,1
recording,1
showbase,1
Led_Strip_Class_H,1
',1
\pinMode(13,\,1
LDR.min_reading2,1
\serial_tc6_declaration(RX_BUF_LENGTH,TX_BUF_LENGTH);\,1
(allows,1
\print(),\,1
500;,1
Memory,1
datasheet:,1
SPI_PUSHR_CONT,1
y_pos_MSB;,1
cards.check_for_sd_card_inserted();,1
read_buffer[19],1
CHANGE);,1
//alpha-offset-1,1
mega2_failed_frame_type,1
\"\/DIR/SUB"\\,1
fixes,1
very,1
\file2.read(read_buffer,\,1
\Sprintln(F("\Address\,1
0X1AA,1
\bounds,\,1
frequency):,1
year;,1
\0X61,\,1
buf[i],1
((int)current.current_reading_1,1
Applications,1
assumes,1
native,1
carry,1
TEXT_COLOUR_R_PREFIX,1
Any,1
structs,1
SdFatClass,1
writeFanSpeed(int,1
\fans,\,1
mega_enabled[4],1
testing,1
booting,1
misc,1
\2:Web_str,\,1
\"\due_structs.h"\\,1
change_increment,1
Coms_Serial,1
\serial_tc8_declaration(RX_BUF_LENGTH,TX_BUF_LENGTH);\,1
150:,1
Sends,1
listed,1
//toggle,1
synchronous,1
\Default,\,1
round(ticks));,1
(frame.this_frame,1
\dir,\,1
cause,1
UDR0,1
\pinMode(mega3_ready_pin,\,1
NAVIGATE_MENU_OPTIONS_OVER_USB_SERIAL,1
USE_HUE_PREFIX,1
further,1
eight,1
frame_buffer[5,1
Physical,1
\//frame_sent,\,1
\20,\,1
\RX_PIN_3,\,1
individually,1
TESTSUITE,1
(is_network()),1
4),1
Serial.print(m);Serial.println(b);,1
successfully,1
light1;,1
divide,1
linear,1
fan_change_increment,1
5-10:,1
necessarily,1
(frame.num_frames,1
\voltage,\,1
Sign_coms_serial_H,1
requires,1
Indicator,1
20:,1
inits:,1
document,1
protect,1
cheking,1
(is_default()),1
due_class::print_frame(),1
underflow,1
vol_,1
Month,1
(sd_cards_enabled),1
pgm_read_byte,1
//method,1
Cancel,1
communications,1
\Sprint(F("\sensor\,1
Windows/DOS,1
\Sprintln(F("\Can't\,1
showpoint,1
meant,1
templates,1
Jan,1
send_disp_string_frame(alpha);,1
CMD18,1
added):,1
rename(),1
510,1
#elif,1
90:,1
\dev,\,1
TC7_Handler(void){,1
TX_BUF_LENGTH,1
recursion,1
soft_uart.h,1
We,1
mode(),1
8-bits,1
instances,1
tenths,1
1/100,1
read(char,1
due_class;,1
LUT,1
expected,1
LED_STRIP_PREFIX,1
\data"\));\,1
\complete"\));\,1
text_colour_r;,1
enumerated,1
(byte)text_str[frame_offset,1
((sizeof(to_mega_prefix_array),1
firmware,1
CMD12,1
fjnd,1
delay(100);,1
\soul"\\,1
istream&,1
com,1
timestamp(),1
\writeln_P(PGM_P),\,1
alpha-offset-1,1
obj,1
\"\deleted"\\,1
fan_on,1
meters,1
enough,1
setSckRate(),1
12;,1
\0X55,\,1
\pack_disp_string_frame(type,\,1
(including,1
//direction,1
USE_ARDUINO_SPI_LIBRARY,1
(!led_strip.sinusoidal),1
mega2_updated,1
having,1
(!internal_sd_card.chdir(sd_int_dir)),1
Matrix,1
ERASE,1
Internet_H,1
Layer,1
\covered"\));\,1
\ground"\));\,1
Thanks,1
//verify,1
Remember,1
restored,1
((frame_offset,1
parallel,1
BUTTON_PIN;,1
due_class::init_ethernet(),1
READ_OCR,1
\"\http://www.adafruit.com/"\>\,1
ACMD41,1
\day,\,1
\serial_tc7_declaration(RX_BUF_LENGTH,TX_BUF_LENGTH);\,1
Select,1
\Sprintln(F("\encoder\,1
init_i2c();,1
CMD58,1
//Timer1,1
showpos,1
//buffer,1
CTAR1,1
read_buffer[21],1
\V2,\,1
(fail!=0),1
dividers,1
LDR.ambient,1
toggle_led();,1
pinB,1
follows,1
//funtion,1
WIFI,1
\instanciation,\,1
frame.frame_buffer[beta],1
\KillDisk,\,1
sign_coms::startup_handshake(),1
129;,1
User,1
\Directory"\));\,1
button_pin,1
for(int,1
mega4_ready),1
SdStreamBase,1
\"\\n"\\,1
light2,1
G0,1
F_CPU/4,1
\CR,\,1
smaller,1
3),1
DUE,1
tweet,1
//zero,1
(1);,1
168,1
stack,1
(enable_sd_cards),1
represent,1
TEMP2;,1
nouppercase,1
0X61,1
(.),1
\Sprintln("\WARNING:\,1
(!external_sd_card.chdir(sd_ext_dir)),1
RA,1
send_specific_calibration_data(byte,1
G5,1
\"\/DIR"\,\,1
\card"\));\,1
days,1
temp3_enable,1
lastWriteDate,1
(text_colour_hue,1
temp.dat2[i],1
bytesPerSector,1
Frame,1
//remove,1
recursively,1
word):,1
second);,1
\usable,\,1
\wrong,\,1
frame.frame_buffer[9],1
connecting,1
softSPI,1
SdBaseFile::printField(),1
Warning,1
Nack_details{,1
converted,1
creates,1
_frequency[timer],1
time));,1
H5,1
0x0080;,1
180};,1
\internal_sd_card.errorExit("\internal_sd_card.mkdir"\);\,1
gets,1
day);,1
fat_boot,1
pin_map_t,1
Simplified,1
pos_frame_length;,1
//initialisations,1
due_class::is_password(),1
//external,1
defined(USE_SERIAL_TO_MEGAS),1
piee,1
imidiately,1
unlikely,1
168/328,1
//init_i2c(0);,1
\minValue,\,1
sizeof(to_mega_prefix_array)),1
i];,1
fits,1
TC8_Handler(void){,1
Changed,1
______________,1
\[0,\,1
(text_cursor.x,1
(initialize,1
text_size;,1
writeFanSpeed(fan.fan_target_speed);,1
lowest,1
\pinMode(button.button_pin,\,1
temp_network[25];,1
openRoot(SdVolume*,1
\Sprintln(F("\Remove\,1
All,1
mega3_failed_frame_type,1
referenced,1
2000,1
F_CPU/32,1
external_sd_card;,1
Sprintln(reading2);,1
attempts,1
150;,1
from:,1
frame.this_frame;,1
\code,1
Wire1.beginTransmission(address);,1
notify,1
pin..,1
pointed,1
1.5,1
Serial_4.write(frame.frame_buffer[i]);,1
L7,1
screen_brightness,1
current.raw_reading_2,1
leonardo,1
SD_string.str_sd.remove(str_len);,1
SD_string.str_sd[beta],1
sign_coms::i2c_scanner(int,1
\Clock,\,1
transferred,1
reading:,1
O_TRUNC,1
FAN_PREFIX,1
66,1
update_display();,1
O_READ)),1
PORT,1
\deleted,\,1
Coms_H,1
cantrol,1
mode:,1
\ethernet..."\));\,1
\length,type,num\,1
chipSelect,1
dat2[5];,1
\class,\,1
due.send_all_text();,1
*sd_int_dir,1
Coms::write_frame(int,1
\too,\,1
documentation,1
\FAT_TIME(hour,\,1
creating,1
structured,1
approximately,1
enable_i2c,1
\Sprintln(F("\Baud\,1
(byte)get_text_colour_hue(2);,1
0-23,1
(internal_sd_card.begin(SD2_CS)),1
L1,1
110:,1
60:,1
DIR_ATT_LONG_NAME_MASK),1
object),1
-text.text_width*strlen(text_str)*2;,1
\"\Arduino.h"\\,1
(enable_current_meter),1
(4,1
locate,1
boundaries,1
tables,1
Also,1
temp1_enable,1
//define,1
52,1
July,1
PosCount,1
test5,1
\creation,\,1
namespace,1
updated,1
freq){,1
Useful,1
PIN_B;,1
Capacity,1
execution,1
\later,\,1
dirBlock,1
errorExit(msg),1
connected),1
TC5_Handler(void);,1
1/12,1
mega1_failed_frame_type,1
(!external_sd_card.exists(sd_ext_dir)),1
REMOVE,1
size:,1
external_sd_card.chvol();,1
istream_h,1
61,1
1980,1
\Serial"\));\,1
\SdFat,\,1
DUBUG_PREFIX,1
//mode3:,1
read_buffer[20],1
127;,1
freshly,1
*int_dir);,1
//in,1
due_class::copy_sd_data(const,1
FAT/FAT32,1
noshowpos,1
s,1
\timers,\,1
\responding"\));\,1
SD_string.Network.remove(beta);,1
due_class::send_all_text(),1
_tc_uart_;,1
slightly,1
experimental,1
email,1
1:,1
read_current_meter(current.pin2);,1
\ethernet"\));\,1
frequencies,1
due.init_due();,1
#error,1
\fans"\));\,1
attach_timer_interrupts();,1
fade_fans(),1
'rm,1
due_class::in_header(),1
examples,1
LDR.max_reading1,1
signed),1
\'.',\,1
frameNum,1
fault,1
Gravitech,1
csd,1
continuous,1
NB:,1
69,1
\parameters,\,1
due_class(),1
wifi_connect...,1
//period,1
current_brightness,1
FreeRam:,1
